25	3.67958	1	3	0.00372
25	3.67958	1	4	0.00061101
25	3.67958	1	5	5.054e-005
25	3.67958	2	2	0.00269
25	3.67958	2	3	-0.000349975
25	3.67958	2	4	-0.00080538
25	3.67958	2	5	-8.2625e-005
25	3.67958	3	3	-0.00207
25	3.67958	3	4	-0.000931445
25	3.67958	3	5	-8.98e-005
25	3.67958	4	4	-0.00026983
25	3.67958	4	5	-2.564e-005
25	3.67958	5	5	-2.46e-006
26	3.74968	1	1	0.00022574
26	3.74968	1	2	-0.000180705
26	3.74968	1	3	-0.000191525
26	3.74968	1	4	-1.139e-005
26	3.74968	1	5	-1.425e-006
26	3.74968	2	2	-0.00097474
26	3.74968	2	3	-0.000519055
26	3.74968	2	4	-0.000160315
26	3.74968	2	5	-1.423e-005
26	3.74968	3	3	-0.00022234
26	3.74968	3	4	-0.0001058
26	3.74968	3	5	-9.26e-006
26	3.74968	4	4	-4.617e-005
26	3.74968	4	5	-4.07e-006
26	3.74968	5	5	-3.5e-007
27	3.81848	1	1	0.00056127
27	3.81848	1	2	0.00326
27	3.81848	1	3	0.00232
27	3.81848	1	4	0.00044961
27	3.81848	1	5	3.8755e-005
27	3.81848	2	2	0.00090085
27	3.81848	2	3	-0.00067454
27	3.81848	2	4	-0.000647305
27	3.81848	2	5	-6.1695e-005
27	3.81848	3	3	-0.00152
27	3.81848	3	4	-0.000701065
27	3.81848	3	5	-6.51e-005
27	3.81848	4	4	-0.00022432
27	3.81848	4	5	-2.062e-005
27	3.81848	5	5	-1.9e-006
28	3.88607	1	1	-0.00164
28	3.88607	1	2	0.007
28	3.88607	1	3	0.00615
28	3.88607	1	4	0.00155
28	3.88607	1	5	0.000135095
28	3.88607	2	2	0.00667
28	3.88607	2	3	0.00207
28	3.88607	2	4	-0.00056492
28	3.88607	2	5	-5.3555e-005
28	3.88607	3	3	-0.00114
28	3.88607	3	4	-0.00113
28	3.88607	3	5	-0.00010191
28	3.88607	4	4	-0.00045566
28	3.88607	4	5	-4.086e-005
28	3.88607	5	5	-3.67e-006
29	4.01784	1	1	-0.00055841
29	4.01784	1	2	-0.00023421
29	4.01784	1	3	6.227e-005
29	4.01784	1	4	8.539e-005
29	4.01784	1	5	1.042e-005
29	4.01784	2	2	0.00072969
29	4.01784	2	3	0.00065354
29	4.01784	2	4	0.00020481
29	4.01784	2	5	2.1105e-005
29	4.01784	3	3	0.0004663
29	4.01784	3	4	0.00011898
29	4.01784	3	5	1.1525e-005
